Film Name,Year,Duration,Ratings,Number of Rators,Summary,Votes
2919. Qatil Jawani,1990,,4.7, (9),"Widower Shamji lives a wealthy lifestyle in Southern India along with his son, Arun, and owns a private college named after his deceased wife, Nirmala. When Arun comes of age, he arranges his marriage with Singapore-based Archana, the daughter of his widower friend, Ketan Sharma. Arun and Archana meet and approve of each other, and shortly thereafter both get married. On the night of the marriage, their house gets broken into by an unknown male who wants to rob Archana's gold and jewelry. When Arun tries to stop him, a scuffle ensues, Arun gets stabbed and is killed. Archana dons the garb of a widow and Shamji permits her to run the college. Shortly thereafter four outstanding male students go missing one by one. Their overly anxious parents approach Archana, who in turn asks the local police for assistance. The question remains where are the four students, and how and why did they disappear?",9
2920. Pathar Ke Insan,1990,,5.2, (80),Balwant Rai lives with his daughter's Lata and Sita.Lata a dancer loved by Karan and Sita is a singer.They participate in a competition where Lata wins it.Sita unable to bear her defeat rushes with her car followed by Lata in another car in the mishap Lata knocks down a women named Jyothi on the road.Lata becomes mentally unstable after she is unable to save Sita.Arjun employee of Balwant Rai enters her life and gives her new lease of life.Lata marries Arjun over Karan.But is unaware that Arjun is come for revenge in their family and has teamed up with their enemies Dr Prashanth and his men Mahesh.,80
2921. Aye Zindagi,2022,1h 44m,8.8, (94),"The journey of a 28-year-old liver cirrhosis patient Vinay Chawla who bond with a hospital grief counsellor Revathi, rekindles his hope and faith in life and makes him believe in the power of humanity.",94
2922. Shirdi Ke Sai Baba,1977,2h 20m,7.6, (267),"An excellent film on the life and legacy of the legendary mystic and guru, Sai Baba of Shirdi.",267
2923. Namkeen,1982,1h 52m,7.8, (507),"Namkeen revolves around Jugni, a folk theatre dancer who lives with her three daughters in a remote village, and how their lives change when a truck driver, begins living with them as a tenant.",507
2924. Upstarts,2019,1h 52m,6.7, (922),"Hoping to do good while making millions, three graduates create a startup. But as business begins to flourish, their own bond starts to fray.",922
2925. My Brother... Nikhil,2005,2h,7.3, (1.3K),Famous swimmer Nikhil Kapoor (Suri) deals with the repercussions of announcing the fact that he has HIV/AIDS.,"1,319"
2926. Bewafai,1985,2h 25mNot Rated,5.6, (77),"Asha's jealousy gets the better of her when she finds out that the man she loves, Ashok, is showering his attention to other two girls, Vinny and Renu.",77
2927. Hum Tum Pe Marte Hain,1999,2h 45m,5.0, (549),"Devyani is a woman's activist, and a social worker, living in Bombay for several years. She has a younger sister, Radhika, who is of marriage age. Devyani would prefer Radhika be independent, financially and otherwise, rather than be dependent on a male. When Rahul Kumar comes to live in the neighborhood, he is instantly attracted to Radhika, but has to prove himself to her sister first.",549
2928. Phoolan Hasina Ramkali,1993,1h 57m,4.9, (28),N/a,28
2929. Andaz,1949,2h 28m,6.7, (595),"Dilip loves Neena, but she treats him only as a friend. Later she gets married to Rajan. When he comes to know that Dilip once loved Neena, he misunderstands them and things change a lot then.",595
2930. Main Azaad Hoon,1989,2h 40mNot Rated,7.3, (771),"A newspaper reporter exploits an ordinary man for few rupees to pose as a man who is fighting against the corrupt politicians and prints imaginary stories in his name to improve the circulation of her newspaper. People take him for real and he becomes a powerful leader of poor man. One day the paper prints a letter in his name that he is going to end his life fighting corruption. This puts the ordinary man in a fix. He knows that at this juncture he can't refute the accuracy of all those stories. He also realizes that he is the sole hope of millions. Finally, he buckles under moral pressure and jumps from an incomplete multi-storied building and ends his life.",771
2931. Pyali,2022,1h 57m,8.0, (1.2K),Story of two young siblings compassion for each other and how they overcome obstacles in life.,"1,243"
2932. You Are My Sunday,2016,1h 59m,7.7, (1.8K),"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai.","1,839"
2933. Queen of Sajjangarh,2021,,5.8, (27),Three couple decide to go to an old haveli during the lockdown. There they unknowingly free a spirit in the process of opening a door which was closed from several years. After which all the three couple are subjected to strange and spine chilling incidents.,27
2934. Gumnaami,2019,2h 22mNot Rated,7.8, (2.6K),Gumnaami is a film based on the Mukherjee Commission Hearings which happened from 1999 to 2005 where the three theories about Netaji Subhas Chandra Bose's death were discussed and debated.,"2,623"
2935. Ferrous,2022,2h 20m,6.5, (30),"A hitman, disguised as a cab driver, gets an assignment to dispose off a body. In between the task, he is robbed by a couple on the run. While the girl is in love, the boy has other plans.",30
2936. The Storyteller,2022,1h 56m,7.4, (19),"Based on Satyajit Ray's short story ""Golpo Boliye Tarini Khuro"" about originality versus plagiarism.",19
2937. Chitralekha,1964,2h 15m,7.8, (94),"When Aryaputra Samant Bijgupt ignores Yashodhara and continues to frequent Rajnartaki Chitralekha, Yashodhara's father, Mrityunjay, approaches celibate Yogi Kumargiri, who reprimands Chitralekha and asks her to free Bijgupt so that he can marry and sire a heir. She initially refuses, but subsequently decides to abandon her lavish lifestyle, and re-locates to the Ashram of Kumargiri and his male disciples, leaving a disillusioned Bijgupt no choice but to accede to the request of Samrat Chandragupt and marry Yashodhara.",94
2938. Vedi,2011,2h 12mNot Rated,3.8, (392),A man searches for his long lost sister.,392
2939. Sector Balakot,2023,1h 49m,N/a,,"The story begins with a Shootout scene where NIA officers are on raid to a secret location in Jungle where 8 Terrorists and 1 Master mind is hiding, who are planning a Big event before the Independence day.


* Shootout takes place where 4 Terrorists dies, 2 run away and 2 are captures. One is seriously wounded and one caught intact. The story is about interrogation of this terrorist/ Kassim and International war & terrorism business.


This is the only film in the world that gives insight on 
* Economics of War
* Business Terrorism.


It shows the facts that what goes behind the war and violence agenda. Who are the key players or factors that lead to violence.

The main character is a Gun Mafia, A War Lord who promotes violence as business across world working with Criminals as well and governments.

The film is full of surprising facts about war and economics behind various war such as


* The world spends 1.3 Trillion dollars Every Year on Development Expenses On WAR, it's 1.7 Trillion



* More than 100 Crore people have died in wars till date.



* In 20th century, more than 110 Million people died in war.



* In last 3,400 years, only 250 years were peaceful on earth where some war was not going on.



* There are more than 100 Crore guns in world and 700 Crore people.



* United States of America has military operations in nearly 85 countries.


In World War II 34 Million people have died and there are 15,000 Automic bombs in the World among which 99 percent of them are owned by five countries .",N/a
2940. Escape,2022,1h 47m,5.2, (68),"Pan Indian Thriller ""Escape"" which prioritizes the female character; Gayatri Suresh and Srividya Mullacheri in the lead roles will be released in five languages, The protagonist arrives at the relative's house with a pregnant friend due to some problems, and stays there without going back, suspecting some of the activities of the family members there. That night there was a psycho killer unexpectedly arriving at the house wearing a mask, the plot of the escape is the subsequent events happening in the night. Escape will be the first psycho-survival thriller Shot in Malayalam and dubbed in Kannada Tamil Telegu and Hindi.",68
2941. Bade Dil Wala,1983,2h 26mNot Rated,5.8, (143),Amrit's generosity and kindness initially lands him in the bad books of a dancer; then in prison; and then as false son-in-law of a very wealthy man.,143
2942. Taxi Driver,1954,2h 13mNot Rated,6.7, (303),"Mangal drives a taxi by day, then drinks at night, listens to his singer girlfriend Sylvie and then goes into a drunken stupor - and wakes up with a hangover. One day, while assisting another taxi driver, Mangal comes to the assistance of a damsel in distress who is being molested by two thugs. Mangal gallants rescues her and attempts to take her to her destination, to no avail, as the person she is looking for has moved. The next day, Mangal and the young woman, Mala, again attempt to seek Ratanlal, a music director, but the entire day is spent in vain. Mala lives in Mangal's tiny apartment and both become attracted to each other. When Mala finds out about Sylvie, she leaves him. He goes in her search, but finds that she has become a famous singer with the help of her music director friend. Will Mangal ever get a chance to tell about his love for Mala? What will Sylvie's reaction be?",303
